id	album	filename	target	onedrive	target_size	od_size
3100	2014	P1010757.JPG	/mnt/1tb/wppa-source/album-130/P1010757.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1010757.JPG"	729639	4242944
3101	2014	P1010761.JPG	/mnt/1tb/wppa-source/album-130/P1010761.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1010761.JPG"	222051	3951616
3102	2014	P1010764.JPG	/mnt/1tb/wppa-source/album-130/P1010764.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1010764.JPG"	249643	4118528
3103	2014	P1010766.JPG	/mnt/1tb/wppa-source/album-130/P1010766.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1010766.JPG"	192860	2864640
3104	2014	P1010772.JPG	/mnt/1tb/wppa-source/album-130/P1010772.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1010772.JPG"	228848	3565056
3105	2014	P1010791.JPG	/mnt/1tb/wppa-source/album-130/P1010791.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1010791.JPG"	193156	3601408
3106	2014	P1030003.JPG	/mnt/1tb/wppa-source/album-130/P1030003.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2015 - All Photos/P1030003.JPG"	136096	135884
3107	2014	PHOTO_20140112_132710.jpg	/mnt/1tb/wppa-source/album-130/PHOTO_20140112_132710.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2013-14 Originals/PHOTO_20140112_132710.jpg"	528245	1346843
3108	2014	PHOTO_20140131_180403.jpg	/mnt/1tb/wppa-source/album-130/PHOTO_20140131_180403.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2013-14 Originals/PHOTO_20140131_180403.jpg"	356582	1021242
3193	"2014 Bogong Circuit Walk"	P1020900.JPG	/mnt/1tb/wppa-source/album-134/P1020900.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1020900.JPG"	768677	4388352
3194	"2014 Bogong Circuit Walk"	P1020908.JPG	/mnt/1tb/wppa-source/album-134/P1020908.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1020908.JPG"	1092302	4381184
3195	"2014 Bogong Circuit Walk"	P1020916.JPG	/mnt/1tb/wppa-source/album-134/P1020916.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1020916.JPG"	995220	4379136
3196	"2014 Bogong Circuit Walk"	P1020917.JPG	/mnt/1tb/wppa-source/album-134/P1020917.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1020917.JPG"	717772	4199424
3197	"2014 Bogong Circuit Walk"	P1020921.JPG	/mnt/1tb/wppa-source/album-134/P1020921.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - All Other Photos/P1020921.JPG"	1031380	4257280
